industry_code	product_code	product_name
331112	331112P	Primary products	
331112	331112S	Secondary products	
331112	331112S1	Secondary products	
331112	331112SM	Secondary products and miscellaneous receipts	
331210	3312101	Steel pipes and tubes, made in steel mills not producing semifinished shapes or	
331210	3312106	Steel pipe and tubes	
331210	331210M	Miscellaneous receipts	
331210	331210S	Secondary products	
331210	331210SS	Secondary products	
331221	3312215	Iron and steel powders, paste, and flakes, purchased steel	
331221	331221M	Miscellaneous receipts	
331311	331311	Alumina refining	
331311	3313110	Aluminum oxide, except natural alumina	
331311	331311P	Primary products	
331312	331312	Primary aluminum production	
331312	3313120	Aluminum ingot, including billet, made in primary aluminum reduction plants	
331312	3313127	Primary aluminum, except extrusion billet	
331312	3313128	Aluminum extrusion billet	
331312	331312P	Primary products	
331314	3313141	Al ingot,incl pigs,sows & molten metal excl billet, produced in secondary smelt ers	
331314	3313143	Aluminum extrusion ingot (billet), produced by secondary smelters	
331314	331314S	Secondary products	
331314	331314SS	Secondary products	
331315	331315113	Heat-treatable	
331315	3313152	Aluminum sheet and strip	
331315	331315223	Flat, heat-treatable	
331315	331315224	Flat, nonheat-treatable	
331315	331315231	Coiled, nonheat-treatable, bare	
331315	33131523114	Coiled, nonheat-treatable, bare, beverage can stock	
331315	33131523115	Coiled, nonheat-treatable, bare, all others	
331315	331315233	Coiled, nonheat-treatable, precoated	
331315	3313153	Plain aluminum foil (under .006 in.)	
331315	331315351	Plain aluminum foil (under .006 in.)	
331315	3313154	Aluminum welded tube	
331315	331315A	Aluminum sheet and strip	
331316	331316	Aluminum extruded product manufacturing	
331316	3313161	Extruded aluminum rod, bar, and other extruded shapes	
331316	331316115	Extruded rod and bar with alloys other than 2000 and 7000 series	
331316	33131611511	Rod	
331316	33131611512	Bar	
331316	331316118	Extruded rod and bar with alloys in 2000 and 7000 series	
331316	331316125	Other extruded shapes except tube, with alloys other than 2000 and 7000 series	
331316	33131612501	Other extruded shapes, circle size 1 to, not including 2	
331316	33131612502	Other extruded shapes, circle size 2 to, not inc       luding 3	
331316	33131612503	Other extruded shapes, circle size 3 to, not including 4	
331316	33131612504	Other extruded shapes, circle size 4 to, not including 5	
331316	33131612505	Other extruded shapes, circle size 5 to, not including 6	
331316	33131612506	Other extruded shapes, circle size 6 to, not including 10	
331316	33131612512	Other extruded shapes, circle size 10 and over	
331316	331316128	Other extruded shapes except tube, with alloys in 2000 and 7000 series	
331316	33131612801	Other extruded shapes, circle sizes 1 to, not including 5	
331316	33131612803	Other extruded shapes, circle sizes 5 and over	
331316	3313163	Extruded and drawn aluminum tube	
331316	331316313	Soft alloy pipe and tube, alloys other than 2000 and 7000 series	
331316	33131631301	Seamless pipe and tube, soft alloy	
331316	33131631302	Soft alloy pipe and tube other than seamless	
331316	331316P	Primary products	
331316	331316S	Secondary products	
331316	331316SS	Secondary products	
331319	331319	Other aluminum rolling and drawing	
331319	3313193	Rolled aluminum rod and bar (including continuous cast), made in aluminum rolling mills	
331319	331319P	Primary products	
331319	331319S	Secondary products	
331410	3314100	Nonferrous metal (except aluminum) smelting and refining	
331410	33141001	Primary smelting and refining of copper	
331410	33141002	Primary smelting and refining of zinc	
331410	33141004	All other miscellaneous primary nonferrous metals (excluding aluminum)	
331411	331411	Primary smelting and refining of copper	
331411	3314110	Copper smelting and refining	
331411	3314111	Smelted copper	
331411	3314112	Copper cathode and other refined copper, including wirebar, slab, and ingot	
331411	331411P	Primary products	
331411	331411S	Secondary products	
331411	331411SM	Secondary products and miscellaneous receipts	
331411	331411SS	Secondary products	
331419	331419	Primary nonferrous metal, except Cu and Al	
331419	3314192	Primary lead	
331419	331419231	Refined lead	
331419	3314193	Primary zinc	
331419	331419341	Refined zinc	
331419	33141934111	Zinc slab, special high grade	
331419	33141934112	Zinc slab, prime western	
331419	33141934113	Zinc slab, high grade	
331419	3314194	Refined primary zinc	
331419	3314197	Other nonferrous metals, n.e.c.	
331419	331419733	Refined magnesium	
331419	331419773	Refined titanium sponge	
331419	331419791	Other refined n.f. metals, incl chromium, cadmium, cobalt, and molybdenum	
331419	3314199	Other primary nonferrous metals, n.e.c.	
331419	331419A	All other miscellaneous primary nonferrous metals	
331419	331419P	Primary products	
331419	331419S	Secondary products	
331419	331419SM	Secondary products and miscellaneous receipts	
331419	331419SS	Secondary products	
331421	331421	Copper rolling, drawing and extruding	
331421	3314211	Copper wire, bare and tinned (nonelectrical)	
331421	3314213	Copper and copper-base alloy rod, bar, and shapes	
331421	3314217	Copper and copper-base alloy sheet, strip, and plate	
331421	3314219	Copper and copper-base alloy pipe and tube	
331421	331421M	Miscellaneous receipts	
331421	331421P	Primary products	
331421	331421S	Secondary products	
331421	331421SS	Secondary products	
331422	331422	Copper wire, except mechanical, drawing	
331422	3314221	Copper wire, except mechanical, drawing	
331422	331422P	Primary products	
331422	331422S	Secondary products	
331422	331422SS	Secondary products	
331423	331423	Secondary processing of copper	
331423	3314230	Secondary smelting, refining, and alloying of copper	
331423	3314231	Secondary smelting, refining, and alloying of copper	
331423	331423M	Miscellaneous receipts	
331423	331423P	Primary products	
331423	331423S	Secondary products	
331423	331423SM	Secondary products and miscellaneous receipts	
331423	331423SS	Secondary products	
331491	3314911	Nickel and nickel-base alloy mill shapes, including nickel copper alloys	
331491	3314919	Precious metal mill shapes	
331491	331491C	All other nonferrous metal mill shapes	
331492	3314923	Secondary lead	
331492	331492A	Other nonferrous additive alloys	
331511	3315115	Cast iron pressure pipe and fittings	
331511	331511E	Molds and stools for heavy steel ingots	
331512	33151202	Hi-temp metal investment castings (iron, nickel, or cobalt-base alloys)	
331513	331513S	Secondary products	
331521	331521	Aluminum die-casting foundries	
331521	3315210	Aluminum and aluminum-base alloy die-castings	
331521	3315211	Motor vehicle die castings	
331521	331521111	Die castings for passenger cars	
331521	331521112	Die castings for other motor vehicles	
331521	3315214	Aluminum and aluminum-base alloy die castings, other than motor vehicle	
331521	331521411	Die castings for building and construction	
331521	331521412	Die castings for appliances	
331521	331521416	Die castings for computers and electronics	
331521	331521417	Other die castings, n.e.c.	
331521	331521P	Primary products	
331521	331521S	Secondary products	
331522	331522	Nonferrous, except Al, die-casting foundries	
331522	3315220	Nonferrous (except aluminum) die-castings	
331522	33152202	Zinc and zinc-base alloy die-castings	
331522	33152203	Magnesium die-castings	
331522	33152206	Other nonferrous die-castings, including lead and copper, except aluminum	
331522	33152208	All other nonferrous metal die-castings, except aluminum and zinc	
331522	3315221	Zinc and zinc-base alloy die-castings	
331522	3315222	Magnesium die-castings	
331522	3315226	Other nonferrous die-castings, including lead and copper, except aluminum	
331522	331522P	Primary products	
331522	331522S	Secondary products	
331524	33152409	Investment and other aluminum and aluminum-base alloy castings and cast products	
331524	3315241	Aluminum and aluminum-base alloy sand castings	
331524	3315242	Aluminum and aluminum-base alloy permanent and semipermanent mold castings	
331524	3315243	Investment and other aluminum and aluminum-base alloy castings and cast products	
331524	331524S	Secondary products	
331525	331525	Copper foundries, except die-casting	
331525	3315250	Copper castings, except die-castings	
331525	3315250A	Copper and copper-base alloy sand castings	
331525	3315250B	Other copper and copper-base alloy castings incl. bearings and bushings	
331525	331525411	Copper and copper-base alloy sand castings	
331525	331525412	Other copper and copper-base alloy castings incl. bearings and bushings	
331525	331525P	Primary products	
331525	331525S	Secondary products	
331525	331525SS	Secondary products	
331528	331528	Other nonferrous foundries, except die-casting	
331528	3315280	Other nonferrous foundries	
331528	33152801	Nickel and nickel-base alloy castings, excluding die-castings	
331528	3315281	Zinc and zinc-base alloy castings, except die	
331528	3315282	Magnesium and magnesium-base alloy castings, except die	
331528	3315283	Titanium castings, except die	
331528	3315284	Nickel and nickel-base alloy castings, except die	
331528	3315285	Superalloy/high temperature alloy investment castings	
331528	3315287	All other nonferrous metal castings, except die	
331528	331528P	Primary products	
331528	331528S	Secondary products	
331528	331528SS	Secondary products	
332111	3321113	Cold impression die impact, press and upset steel forgings	
332111	3321115	Hot impression die impact, press and upset ferrous forgings	
332111	332111511	Carbon steel	
332111	332111513	Alloy steel, except stainless and high-temperature	
332111	332111515	Stainless steel	
332111	332111517	High-temperature iron, nickel and cobalt-base alloys	
332111	3321116	Cold impression die impact, press and upset ferrous forgings	
332111	3321117	Seamless rolled-ring ferrous forgings	
332111	3321118	Open die and smith forgings (hammer and press), ferrous, made from purchased iron and steel	
332111	3321119	Seamless rolled-ring forgings, ferrous, made from purchased iron and steel	
332112	3321121	Other nonferrous forgings, inc. cold impression die    impact and seamless rolled	
332112	3321122	Other nonferrous forgings, including cold impression die impact and seamless rolled	
332112	3321125	Hot impression die impact, press and upset nonferrous forgings	
332112	332112521	Hot impression die impact, press, and upset aluminum and aluminum alloy forgings	
332112	332112523	Hot impression die impact, press, and upset titanium and titanium alloy forgings	
332112	332112527	Other nonferrous hot impression die impact, press, and upset forgings	
332112	332112S	Secondary products	
332114	3321148	Custom roll forming	
332115	332115	Crown and closure manufacturing	
332115	3321150	Crowns and closures	
332115	3321151	Metal commercial closures	
332115	3321154	Metal crowns	
332115	332115P	Primary products	
332116	332116	Metal stamping	
332116	3321161	Metal job stampings, except automotive	
332116	3321163	Metal spinning products, excluding cooking and kitchen utensils	
332116	3321165	Other stamped and pressed metal end products	
332116	3321166	Stamped and pressed metal end products, including vitreous enameled products	
332116	332116M	Miscellaneous receipts	
332116	332116P	Primary products	
332116	332116S	Secondary products	
332211	332211	Cutlery and flatware, except precious, mfg	
332211	3322111	Cutlery, scissors, shears, trimmers, and snips	
332211	33221111	Flatware and cutlery	
332211	33221111A	Cutlery	
332211	33221111B	Scissors and shears	
332211	33221111C	Other knives (Incl. pocket, pen, and replacement blade knives)	
332211	33221113	Scissors and shears	
332211	33221114	All other knives, including nonelectric hair trimmers	
332211	3322112	Razors and razor blades, except electric	
332211	3322112Z	Cutlery, scissors, shears, trimmers, and snips	
332211	3322112Z1	Flatware and cutlery	
332211	3322112Z2	Kitchen and other cutlery	
332211	3322112Z3	Scissors and shears	
332211	3322112Z4	All other knives, including nonelectric hair clippers	
332211	3322113	Razor blades and razors, except electric	
332211	332211M	Miscellaneous receipts	
332211	332211P	Primary products	
332211	332211S	Secondary products	
332212	332212	Hand and edge tool manufacturing	
332212	3322121	Mechanics' hand service tools	
332212	332212111	Pliers	
332212	33221211112	Slip joint pliers	
332212	33221211113	Solid joint pliers	
332212	332212113	Wrenches	
332212	33221211321	Sockets, drives, extensions, etc. for hand-operated socket wrenches	
332212	33221211322	Open-end wrenches	
332212	33221211323	Box wrenches	
332212	33221211324	Combination open-end and box wrenches	
332212	33221211325	Torque wrenches	
332212	33221211326	Adjustable wrenches, including pipe wrenches	
332212	33221211327	All other wrenches	
332212	332212114	Screwdrivers	
332212	332212115	Automotive jacks, mechanical, excluding hydraulic and pneumatic	
332212	332212116	Tools for automotive use, excluding jacks	
332212	332212117	All other mechanics' hand service tools	
332212	33221213	Other mechanics' hand service tools	
332212	33221214	Wrenches	
332212	33221215	Pliers	
332212	3322122	Mechanics' hand service tools	
332212	33221223	Other mechanics' hand service tools	
332212	33221224	Mechanics' wrenches	
332212	33221225	Mechanics' pliers, including solid joint and slip joint	
332212	3322123	Edge tools, hand-operated	
332212	33221231	Other hand-operated edge tools	
332212	332212331	Axes, adzes, and hatchets	
332212	332212383	Chisels	
332212	332212385	Professional and craft edge hand tools	
332212	332212398	All other edge tools	
332212	3322125	Dies and interchangeable cutting tools, for machines and power-driven handtools	
332212	332212551	Cutting dies, excluding dies for cutting metal	
332212	332212555	Machine knives, except metal cutting	
332212	332212559	All other machine tools, including woodcutting	
332212	3322126	Dies, interchangeable cutting tools for machines & power-driven handtools, other handtools nec	
332212	3322127	Other hand tools, n.e.c.	
332212	332212711	Shovels, spades, scoops, telegraph spoons, and scrapers	
332212	332212721	Light forged hammers, under 4 lbs, excluding ball peen hammers	
332212	332212731	Heavy forged hammers, sledges (4 pounds and over), picks, pick mattocks and mau	
332212	332212741	Steel goods, including forks, hoes, rakes, weeders, etc.	
332212	332212781	Soldering irons	
332212	332212798	Other hand tools, excluding edge and machine tools	
332212	3322129	Precision measuring tools (inspection, quality control, tool room and machinists')	
332212	33221291	Precision measuring tools, incl comparators, fixture, thread & adjustable, QC laser systems	
332212	332212M	Miscellaneous receipts	
332212	332212P	Primary products	
332212	332212S	Secondary products	
332212	332212SS	Secondary products	
332213	332213	Saw blade & handsaw manufacturing	
332213	3322130	Saw blades and handsaws	
332213	3322131	Handsaws and handsaw blades	
332213	332213M	Miscellaneous receipts	
332213	332213P	Primary products	
332213	332213S	Secondary products	
332213	332213SS	Secondary products	
332214	332214	Kitchen utensil, pot & pan manufacturing	
332214	3322141	Stamped and spun utensils, cooking and kitchen, aluminum	
332214	3322143	Stamped and spun utensils, cooking and kitchen, except aluminum	
332214	332214M	Miscellaneous receipts	
332214	332214P	Primary products	
332214	332214S	Secondary products	
332311	3323112	Other prefabricated and portable metal buildings and parts	
332311	332311224	Other prefabricated metal buildings	
332311	332311254	Panels, parts, or sections for prefab bldgs., not sold as a complete unit, steel & aluminum	
332311	33231131	Prefabricated and portable farm services, greenhouse,  grain storage buildings, steel & alum	
332311	33231132	Prefabricated and portable aluminum and steel buildings, including panels	
332312	332312121	Iron and steel for industrial buildings	
332312	332312122	Iron and steel for commercial building	
332312	332312123	Iron and steel residential buildings	
332312	332312173	Iron and steel for other buildings, and aluminum for all types of buildings	
332312	3323122	Fabricated structural metal for bridges	
332312	3323123	Other fabricated structural metal	
332313	3323132	Plate work manufacturing	
332313	332313M	Miscellaneous receipts	
332321	33232111	Aluminum doors (excluding shower doors and tub enclosures)	
332321	33232112	Iron and steel doors (excluding shower doors and tub enclosures)	
332321	332321121	Iron and steel industrial doors	
332321	332321122	Iron and steel residential doors	
332321	332321123	Iron and steel commercial and institutional doors	
332321	33232118	Other metal doors, metal door frames, and shower doors and tub enclosures	
332321	3323211A	Aluminum doors (excluding shower doors and tub enclosures)	
332321	3323211B	Iron and steel doors (excluding shower doors and tub enclosures)	
332321	3323211B1	Iron and steel industrial doors	
332321	3323211B2	Iron and steel residential doors	
332321	3323211B3	Iron and steel commercial and institutional doors	
332321	3323211C	Other metal doors, metal door frames, and shower doors and tub enclosures	
332321	3323212	Metal windows (except storm sash)	
332321	3323213	Metal molding and trim and storefronts	
332321	3323214	Metal combination screen, storm sash, and storm doors	
332321	3323215	Metal windows and door screens, (except combination) and metal weatherstrip	
332321	3323216	Metal molding and trim and store fronts	
332321	3323218	Metal molding and trim and store fronts	
332321	332321A	Metal windows (except storm sash)	
332322	332322B	Sheet metal roof ventilators, louvers, & dampers for heating, ventilation, a-c	
332322	332322E	Other sheet metal work	
332323	3323232	Ornamental and architectural metal work	
332323	33232321	Iron, steel, and aluminum stairs, staircases, and fire escapes	
332323	332323213	Stairs, staircases, and fire escapes	
332323	332323214	Fences, gates, railings, and window guards	
332323	33232322	Steel and aluminum fences, gates (other than wire), and railings and window guards	
332323	3323233	Open flooring, grating, and studs	
332323	3323234	Scaffolding, shoring, and forming for concrete work	
332323	3323235	Other architectural and ornamental metal work	
332323	332323511	Iron and steel	
332323	332323512	Aluminum and metals other than iron and steel	
332323	332323A	Grilles, registers, and air diffusers	
332410	33241011	Fabricated bare tube industrial heat exchangers, closed types except nuclear	
332410	33241012	Fabricated fin tube industrial heat exchangers, closed types (except for nuclear	
332410	33241013	Fabricated steam condensers (except for nuclear applications)	
332410	3324103	Steel power boilers parts and attachments (except for nuclear applications)	
332410	3324107	Nuclear reactor steam supply systems, heat exchangers and condensers, pressurize	
332410	332410M	Miscellaneous receipts	
332420	3324204	Gas cylinders	
332420	3324205	Metal tanks, complete at factory (standard line pressure)	
332420	3324206	Nuclear reactor steam supply systems, heat exchangers and condensers, pressurize	
332420	3324207	Metal tanks, complete at factory (standard line nonpressure)	
332420	3324208	Metal tanks and vessels, custom fabricated at the factory	
332420	3324209	Metal tanks and vessels, custom fabricated and field erected	
332431	332431181	Food and beverage steel cans including lids, ends, and parts shipped separately	
332431	332431191	Other steel cans	
332431	3324312	Aluminum cans	
332431	332431M	Miscellaneous receipts	
332431	332431MM	Miscellaneous receipts	
332439	33243911	Steel pails, 1 to 12 gallon capacity	
332439	3324395	Other metal container manufacturing	
332510	3325101	Furniture hardware (excluding cabinet hardware)	
332510	3325103	Builders hardware, including fabricated metal safes and vaults	
332510	332510315	Padlocks including pin/non-pin tumbler all other padlocks	
332510	332510321	Doorlocks, locksets, and locktrim, except mortise deadlocks	
332510	332510352	Hinges, excluding cabinet hinges, including spring hinges	
332510	332510361	Cabinet hardware	
332510	332510377	Other builders hardware, nec (including metal safes and vaults)	
332510	33251042	Bored doorlocks, locksets, and lock trim, cylindrical and tubular (except deadlocks)	
332510	33251043	Architectural trim and other miscellaneous closet hardware	
332510	33251045	Hinges and cabinet hardware	
332510	33251046	Other builders' hardware	
332510	33251047	Padlocks and locksets	
332510	3325105	Motor vehicle hardware	
332510	3325109	Other hardware, nec	
332611	332611	Spring, heavy gauge, manufacturing	
332611	3326111	Hot formed steel springs,except wire	
332611	3326112	Cold formed springs	
332611	3326113	Cold formed steel springs, except wire	
332611	332611M	Miscellaneous receipts	
332611	332611P	Primary products	
332611	332611S	Secondary products	
332611	332611SS	Secondary products	
332612	332612	Spring, light gauge, manufacturing	
332612	3326122	Precision mechanical wire springs	
332612	33261221	Precision mechanical extension- and torsion-type wire springs	
332612	332612213	Precision mechanical compression-type wire springs	
332612	332612216	Precision mechanical extension and torsion-type wire springs	
332612	33261222	Precision mechanical compression-type wire springs	
332612	3326123	Other wire springs	
332612	3326124	Other wire springs including spring units for box springs, innerspring mattresses, etc.	
332612	332612M	Miscellaneous receipts	
332612	332612MM	Miscellaneous receipts	
332612	332612P	Primary products	
332612	332612S	Secondary products	
332612	332612SS	Secondary products	
332710	3327101	Machine shops	
332721	3327212	Other screw machine products	
332721	332721222	Aircraft	
332721	332721242	Household appliances, including radio and television	
332721	332721252	Electric and electronic equipment, except household appliances	
332721	332721262	Machinery	
332721	332721298	All other end uses, including ordnance	
332721	3327215	Precision turned products, except automotive	
332721	33272151	Precision turned products for aircraft	
332721	33272152	Precision turned products for household appliances (incl. radio and television)	
332721	33272153	Precision turned products for electric and electronic equip. (exc. household appliances)	
332721	33272154	Precision turned products for medical supplies	
332721	33272155	Precision turned products for other machinery	
332721	33272156	Precision turned products for ordnance and all other end uses	
332722	3327223111	Mine roof bolts	
332722	3327224	Externally threaded metal fasteners, except aircraft	
332722	332722411	Mine roof bolts	
332722	332722412	Hex bolts, including heavy, tap-and-joint, excluding high strength structural	
332722	332722419	other metal bolts, incl. square, round, plow, high-strength structural & bent	
332722	332722439	Cap, set, machine, lag, flange, and self-locking screws	
332722	332722445	tapping screws incl flat, hex, oval & pan; wood screws incl flat, oval & round	
332722	332722489	Other externally threaded metal fasteners, including studs	
332722	3327226	Nonthreaded metal fasteners (except aircraft types)	
332722	3327227	Aircraft/aerospace fasteners	
332722	3327228	Other formed fasteners incl auto, hshd, aircraft       & ordnance (not plastic)	
332811	3328111	Metal heat treating services-New England (MA-RI-CT)	
332811	3328112	Metal heat treating services-Middle Atlantic (NY-NJ-E.PA-MD)	
332811	3328113	Metal heat treating services-South Central (W.PA-OH-IN-KY)	
332811	3328114	Metal heat treating services-Michigan	
332811	3328115	Metal heat treating services-Southeast (VA-NC-SC-GA-AL-TN-FL)	
332811	3328116	Metal heat treating services-North Central (IL-WI-MN-MO-IA)	
332811	3328117	Metal heat treating services-Pacific Coast (CA-AZ-OR-WA)	
332811	3328118	Metal heat treating services-Southwest (TX-OK-AR-CO-LA-UT)	
332811	3328119	Metal heat treating	
332812	33281201	Etching, engraving, and all other metal coating, including curtain coating and wash coating	
332812	33281202	Metal galvanizing and other hot dip metal coating	
332812	33281203	Metal coil coating	
332812	33281204	Metal liquid spray coating, including electrostatic coating	
332812	33281205	Metal powder coating, including electrostatic and fluidized bed	
332812	3328121	Metal coating, engraving, and allied services	
332812	33281211	Etching and engraving	
332812	33281212	Metal coating	
332812	332812121	Metal galvanizing and other hot dip metal coating	
332812	332812122	Organic metal coatings, including plastics, enamels and lacquers	
332812	33281212212	Metal liquid spray coating, including electrostatic coating	
332812	33281212213	Metal powder coating, including electrostatic and fluidized bed	
332812	33281212214	All other organic coatings, including curtain and wash coatings	
332812	332812123	Inorganic metal coatings, including porcelain coatings	
332813	3328131	Metal plating and polishing	
332911	3329112	Industrial valves for water works and municipal equipment (IBBM, AWWA, and UL)	
332911	3329113	Ball valves (all metals, pressures, and types)	
332911	3329114	Industrial butterfly valves (all metals, pressures, and types), incl. manual & power operated	
332911	3329115	Plug valves (all metals, pressures, and types)	
332911	3329116	Industrial valves, n.e.c.	
332911	3329117	Nuclear valves (n-stamp only)	
332911	3329118	Automatic valves (regulating and control type) and parts (except nuclear)	
332911	3329119	Solenoid-operated valves and parts, except nuclear and fluid power transfer	
332911	332911A	Industrial plug valves (all metals, pressures, and types), incl lubricated, cylindrical, etc.	
332911	332911C	Industrial ball valves (all metals, pressures, and types), incl. manual & power operated	
332911	332911D	Nuclear valves (N-stamp only)	
332912	3329120	Nonaerospace type pneumatic valves, except directional control	
332912	3329124	Aerospace type hydraulic and pneumatic hose or tube end fittings and assemblies	
332912	332912511	Manual types	
332912	332912512	All other, including solenoid types	
332912	3329126	Nonaerospace type flared (metal) fittings, couplings and assemblies	
332912	332912711	Cartridge valves	
332912	332912712	All other, including electrohydraulic	
332912	332912911	Solenoid types	
332912	332912912	All other, including mechanical and remote pilot	
332912	332912A	Aerospace-type hydraulic fluid power valves	
332912	332912C	Nonaerospace-type hydraulic directional control valves	
332912	332912C11	Manual types	
332912	332912C12	All other, including solenoid types	
332912	332912D	Nonaerospace-type hydraulic valves, except directional control	
332912	332912D11	Cartridge valves	
332912	332912D12	All other, including electrohydraulic	
332912	332912E	Nonaerospace-type pneumatic directional control valves	
332912	332912E11	Solenoid types	
332912	332912E12	All other, including mechanical and remote pilot	
332912	332912G	Parts for fluid power valves	
332912	332912H	Aerospace-type hydraulic and pneumatic hose or tube end fittings and assemblies	
332912	332912J	Nonaerospace-type flared (metal) fittings, couplings for, and assemblies of tubi	
332912	332912K	Nonaerospace type flareless fittings and couplings (incl. nonmetal fittings)	
332912	332912O	Nonaerospace type hydraulic and pneumatic fittings and couplings for hose	
332912	332912S	Secondary products	
332913	3329131	Single lever plumbing fixture controls, two & three handle bath & shower fittings, & antiscald	
332913	332913111	Lavatory single lever controls (metallic and nonmetallic)	
332913	332913113	Two and three handle bath and shower fittings	
332913	332913115	Anti-scald bath and shower valves	
332913	3329132	Single lever controls, two or three handle bath or shower fittings, etc.	
332913	332913211	Single lever controls	
332913	332913213	Two and three handle bath and shower fittings	
332913	332913215	Anti-scald bath and shower valves	
332913	3329133	Lavatory and sink fittings (except single control), including drains & overflows (brass goods)	
332913	3329134	Miscellaneous plumbing fixtures, fittings, and trim (brass goods)	
332913	3329138	Miscellaneous plumbing fixtures, fittings, and trim (brass goods), incl. lawn sprinklers	
332919	3329193	Metal fittings, flanges, and unions for piping systems	
332919	332919M	Miscellaneous receipts	
332992	33299206	Ammunition components	
332992	332992111	Cartridges for small firearms (rifle and sidearms)	
332992	332992411	Ammunition components	
332992	332992511	All other small arms ammunition products	
332993	3329931	Artillery ammunition (more than 30 mm, more than 1.18 in.)	
332993	3329933	All other miscellaneous ammunition (except small arms)	
332994	332994	Small arms manufacturing	
332994	3329941	Machine guns, 30 mm or less, or 1.18 in or less	
332994	3329942	Pistols and revolvers	
332994	332994201	Centerfire pistols and revolvers	
332994	332994202	Rimfire pistols and revolvers	
332994	3329943	Rifles	
332994	332994301	Centerfire rifles	
332994	33299430121	Semiautomatic centerfire rifles	
332994	33299430122	Bolt repeater centerfire rifles	
332994	33299430123	Lever repeater and all other centerfire rifles	
332994	3329944	Shotguns	
332994	332994401	Repeating shotguns	
332994	3329945	Other small arms	
332994	332994501	Other small arms	
332994	3329946	Parts and attachments for small arms	
332994	332994601	Parts and attachments for small arms	
332994	3329947	Small arms shipped to U.S. military	
332994	332994702	Machine guns, shipped to U.S. military	
332994	332994704	Parts and attachments shipped to U.S military	
332994	3329949	Small arms, 30 mm or less, or 1.18 in. or less	
332994	332994M	Miscellaneous receipts	
332994	332994P	Primary products	
332994	332994S	Secondary products	
332995	332995	Other ordnance and accessories manufacturing	
332995	3329951	Guns, howitzers, mortars, turrets, parts, and other related equipment (more than 30 mm)	
332995	3329952	All other miscellaneous ordnance and accessories, incl. rocket projectors, etc. (incl. parts)	
332995	332995P	Primary products	
332995	332995S	Secondary products	
332995	332995SS	Secondary products	
332996	33299601	Fabricated iron and steel pipe and pipe fittings made from purchased pipe	
332996	33299602	All other nonferrous fabricated pipe and pipe fittings made from purchased pipe	
332996	3329967	Fabricated pipe and fabricated pipe fittings	
332996	332996713	Iron and steel pipe, tube, and fittings	
332996	332996715	Nonferrous pipe, tube, and fittings	
332997	332997	Industrial pattern manufacturing	
332997	3329970	Industrial patterns	
332997	33299701	Foundry patterns	
332997	33299702	All other industrial patterns, except shoe patterns	
332997	3329971	Industrial patterns, except shoe patterns	
332997	33299711	Foundry patterns	
332997	332997115	Foundry patterns	
332997	33299712	All other industrial patterns, except shoe patterns	
332997	332997198	All other industrial patterns, except shoe patterns	
332997	332997M	Miscellaneous receipts	
332997	332997P	Primary products	
332997	332997S	Secondary products	
332997	332997SS	Secondary products	
332998	332998	Enameled iron and metal sanitary ware mfg	
332998	3329980	Enameled iron and metal sanitary ware	
332998	3329981	Enameled iron & metal sanitary ware	
332998	332998P	Primary products	
332998	332998S	Secondary products	
332999	3329991	Converted unmounted aluminum foil packaging products	
332999	3329992	Converted unmounted aluminum foil packaging products	
332999	3329993	Converted foil for nonpackaging applications	
332999	3329994	Miscellaneous machinery products, except electrical	
332999	3329995	Miscellaneous machinery products, except electrical	
332999	3329997	Fabricated metal collapsible tubes	
332999	3329999	Flat metal strapping	
332999	332999A	Metal ladders	
332999	332999B	Metal ladders	
332999	332999G	All other fabricated metal products, nec	
333111	3331113	Farm dairy eq., sprayers & dusters, farm elevators, farm blowers, & att	
333131	33313191	Mining and rock drill bits	
333131	33313193	Parts and attachments for underground mining vehicles	
333131	33313194	Parts and attachments for minerals crushing, grinding, sorting, separating, or washing machines	
333131	33313196	Parts and attachments for boring & sinking machinery (excl coal or rock cutters and tunneling)	
333131	33313197	Parts and attachments for all other mining machinery and equipment	
333132	33313211	Rotary drilling surface equipment	
333132	333132112	Drawworks and accessories	
333132	333132115	Elevators, spiders, slips, hooks, links, connectors	
333132	333132117	Well control equipment (blow-out preventers)	
333132	333132121	Other rotary dril. surface equip.,incl Kelly joints,rotary tables,crown/trav.bl	
333132	33313214	Rotary drilling subsurface equipment	
333132	333132141	Bits	
333132	33313214101	Tungsten-carbide insert bits	
333132	33313214102	Steel-toothed bits	
333132	33313214103	Other bits, including diamond bits	
333132	333132144	Tool joints, subs, and connectors	
333132	333132149	Other subsurface dril. equip., incl fishing tools, subsea risers, coring equip	
333132	33313216	Parts for rotary drilling equipment, sold separately, except for drilling rigs	
333132	3331322	Other oil and gas field drilling machinery and equipment	
333132	333132253	Cementing, floating, guiding, and shoe equipment	
333132	333132296	Other oil and gas field drilling equipment, incl. cable tool drilling machinery	
333132	3331323	Oil and gas field production machinery and equipment	
333132	33313231	Surface, subsurface, and subsea production well equipment	
333132	333132311	Christmas tree assemblies	
333132	333132313	Casing and tubing heads and supports	
333132	333132317	Chokes, manifolds, and accessories	
333132	33313235	Rod lifting machinery and equipment (surface and subsurface)	
333132	333132354	Pumping units and other surface rod lifting equipment	
333132	333132357	Sucker rods (subsurface rod lifting equipment), except pumps	
333132	333132362	Permanent packers and accessories	
333132	333132363	Retrievable packers and accessories	
333132	333132371	Separating, metering, and treating equipment for oil and gas (located on well site)	
